SMIRKS,Temp,First label,Second label
"[H:1][O:2][O:3].[H:4][O:5][O:6]>>[H:1][O:2][O:3][H:4].[O:5]-[O:6] 3-3,4; 5,4-3,4; 5,4-5",Room Temperature,Propagation,abstraction
"[CH3:1][C:2]([CH3:5])[CH:3]=[CH2:4].[O:6][O:7]>>[CH3:1][C:2](=[CH:3][CH2:4][O:6][O:7])[CH3:5] 2-2,3;3,4-2,3;3,4-4,6;6-4,6",Room Temperature,Termination,recombine
"C[C:21]1=[CH:20]CC2C(C1)C2(C)C.[N+](=O)([O-])[O:10]>>C[C:21]1CC2C(C2(C)C)C[CH:20]1[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[C:10]1CC2C(C2(C)C)CC1O[N+](=O)[O-].[O:20][O]>>CC1(C2C1C[C:10](C(C2)O[N+](=O)[O-])(C)[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:1][C:2](=[O:4])[H:3].[H:6][O:5]>>[H:1][C:2]=[O:4].[H:6][O:5][H:3] 2,3-3,5;5-5,3;2,3-2",Room Temperature,Propagation,abstraction
"[H:5][Sn:6]([CH2:7][CH2:8][CH2:9][CH3:10])([CH2:11][CH2:12][CH2:13][CH3:14])[CH2:15][CH2:16][CH2:17][CH3:18].[CH3:1][C:2]([CH3:3])[CH3:4]>>[H:5][C:2]([CH3:1])([CH3:3])[CH3:4].[CH3:10][CH2:9][CH2:8][CH2:7][Sn:6]([CH2:11][CH2:12][CH2:13][CH3:14])[CH2:15][CH2:16][CH2:17][CH3:18] 5,6-6; 2-2,5;5,6-2,5",Room Temperature,Propagation,abstraction
"[H:7][C:6]([H:8])([CH2:5][CH2:4][CH2:3][CH:2]=[CH2:1])[Br:9].[CH3:10][CH2:11][CH2:12][CH2:13][Sn:14]([CH2:15][CH2:16][CH2:17][CH3:18])[CH2:19][CH2:20][CH2:21][CH3:22]>>[H:7][C:6]([H:8])[CH2:5][CH2:4][CH2:3][CH:2]=[CH2:1].[CH3:10][CH2:11][CH2:12][CH2:13][Sn:14]([CH2:15][CH2:16][CH2:17][CH3:18])([CH2:19][CH2:20][CH2:21][CH3:22])[Br:9] 9,6-6;14-14,9;9,6-14,9",Room Temperature,Propagation,abstraction
"[H:1][C:2]([H:3])[CH2:4][CH2:5][CH2:6][CH:7]=[C:8]([H:9])[H:10]>>[H:9][C:8]([H:10])[CH:7]1[CH2:6][CH2:5][CH2:4][C:2]1([H:1])[H:3] 2-2,7;7,8-2,7;7,8-8",Room Temperature,Propagation,addition
"[H:1][C:2]([H:3])[CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8]1.[H:9][Sn:10]([CH2:11][CH2:12][CH2:13][CH3:14])([CH2:15][CH2:16][CH2:17][CH3:18])[CH2:19][CH2:20][CH2:21][CH3:22]>>[H:1][C:2]([H:3])([H:9])[CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8]1.[CH3:14][CH2:13][CH2:12][CH2:11][Sn:10]([CH2:15][CH2:16][CH2:17][CH3:18])[CH2:19][CH2:20][CH2:21][CH3:22] 2-2,9; 9,10-2,9;9,10-10",Room Temperature,Propagation,abstraction
"[H:12][O:11][O:10].[CH3:1][C:2]([CH3:3])[C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1>>[H:12][O:11][O:10][C:2]([CH3:1])([CH3:3])[C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1 10-10,2; 2-2,10",Room Temperature,Termination,recombine
"[H:1][C:2]1([CH2:7][CH2:6][CH2:5][O:4]1)[H:3].[O:8][O:9]>>[H:1][C:2]1[CH2:7][CH2:6][CH2:5][O:4]1.[H:3][O:9][O:8] 9-3,9;2,3-3,9;2,3-2",Room Temperature,Propagation,abstraction
"[H:1][C:2]1[CH2:6][CH2:5][CH2:4][O:3]1.[H:9][O:8][O:7]>>[H:1][C:2]1([CH2:6][CH2:5][CH2:4][O:3]1)[O:7][O:8][H:9] 7-7,2; 2-7,2",Room Temperature,Termination,recombine
"[H:3][C:2](=[O:1])[C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1.[O:10][O:11]>>[H:3][O:11][O:10].[CH:7]1=[CH:6][CH:5]=[C:4]([CH:9]=[CH:8]1)[C:2]=[O:1] 11-3,11;2,3-3,11;2,3-2",Room Temperature,Propagation,abstraction
"[H:11][O:10][O:9].[CH:6]1=[CH:5][CH:4]=[C:3]([CH:8]=[CH:7]1)[C:2]=[O:1]>>[H:11][O:10][O:9][C:2](=[O:1])[C:3]1=[CH:4][CH:5]=[CH:6][CH:7]=[CH:8]1 9-9,2; 2-9,2",Room Temperature,Termination,recombine
"[H:20][C:21](C)(C)C.[Cl:10].[Ar]>>[Ar].[H:20][Cl:10].C[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Heat,Propagation,abstraction
"[H:20][C:21](C)(C)C.[Cl:10].[He]>>[He].[H:20][Cl:10].C[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Light,Propagation,abstraction
"C[C:20](C)C.[Cl:10][Cl:11]>>C[C:20](C)(C)[Cl:10].[Cl:11] 20-10,20;10,11-10,20;10,11-11",Room Temperature,Propagation,abstraction
"C1CC(=O)[N:21](C1=O)[Br:20].[He]>>[He].C1CC(=O)[N:21]C1=O.[Br:20] 20,21-20;20,21-21",Light,Initiation,homolyze
"[H:20][O:21]O.C1CC(=O)[N:10]C1=O.[Br]>>[H:20][N:10]1C(=O)CCC1=O.O[O:21].[Br] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(=C(C)[C:10](C)C)C.[Br:20][Br:21]>>CC(=C(C)[C:10](C)(C)[Br:20])C.[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[C:10](C)C1=CC=CC=C1.[Br:20][Br:21]>>C[C:10](C)(C1=CC=CC=C1)[Br:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:4][C:2]([CH3:1])([CH3:3])[C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]1.[Br:11][Br:12].[He]>>[He].[H:4][Br:11].[CH3:1][C:2]([CH3:3])[C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]1.[Br:12] 2,4-2; 2,4-11,4; 12,11-4,11; 12,11-12",Light,Initiation,homolyze
"[H:8][C:2]([CH3:1])([CH3:9])[O:3][C:4]([CH3:5])([CH3:6])[CH3:7].[O:10][O:11]>>[H:8][O:11][O:10].[CH3:1][C:2]([CH3:9])[O:3][C:4]([CH3:5])([CH3:6])[CH3:7] 11-11,8; 8,2-8,11; 8,2-2",Room Temperature,Propagation,abstraction
"[O:10][O:9].[CH3:1][C:2]([CH3:8])[O:3][C:4]([CH3:5])([CH3:6])[CH3:7]>>[O:10][O:9][C:2]([CH3:1])([CH3:8])[O:3][C:4]([CH3:5])([CH3:6])[CH3:7] 9-9,2; 2-2,9",Room Temperature,Termination,recombine
"C[C:10](C)C1=CC=CC=C1.[O:20][O]>>C[C:10](C)(C1=CC=CC=C1)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](C)(C)C1=CC=CC=C1.CC(C)(C1=CC=CC=C1)O[O:10]>>[H:20][O:10]OC(C)(C)C1=CC=CC=C1.C[C:21](C)C1=CC=CC=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:7][C:6]([H:8])([H:9])[CH:5]=[CH:4][CH:3]=[CH:2][CH3:1].[Br:10]>>[H:7][C:6]([H:8])[CH:5]=[CH:4][CH:3]=[CH:2][CH3:1].[H:9][Br:10] 10-10,8;6,8-10,8;6,8-6",Room Temperature,Propagation,abstraction
"C/C=C/C=C/[CH2:10].[Br:20][Br:21]>>C/C=C/C=C/[CH2:10][Br:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1CC(=O)[N:20](C1=O)[Br:21].C(Cl)(Cl)(Cl)Cl.[He]>>[He].C1CC(=O)[N:20]C1=O.C(Cl)(Cl)(Cl)Cl.[Br:21] 20,21-20;20,21-21",Light,Initiation,homolyze
"[H:20][CH:21]1CCC=C1.C1CC(=O)[N:10]C1=O>>[H:20][N:10]1C(=O)CCC1=O.C1C[CH:21]C=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1C[CH:10]C=C1.[Br:20][Br:21]>>C1C[CH:10](C=C1)[Br:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCC[Sn:20](CCCC)CCCC.C=CCCC[CH2:11][Br:10]>>CCCC[Sn:20](CCCC)(CCCC)[Br:10].[CH2:11]CCCC=C 10,11-10,20;10,11-11;20-10,20",Room Temperature,Propagation,abstraction
"[CH2:21][CH:20]1[CH2:10]CCC1.[H:30][Sn:31](CCCC)(CCCC)CCCC>>[H:30][CH2:21][CH:20]1[CH2:10]CCC1.[Sn:31](CCCC)(CCCC)CCCC 21-21,30;30,31-21,30;30,31-31",Room Temperature,Propagation,abstraction
"[H:20][Sn:21](CCCC)(CCCC)CCCC.[CH2:10]CCCC=C>>[H:20][CH2:10]CCCC=C.CCCC[Sn:21](CCCC)CCCC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[Cl:20][Cl:21].[Ar]>>[Ar].[Cl:20].[Cl:21] 20,21-20;20,21-21",Heat,Initiation,homolyze
"[H:20][CH:21](C)C.[Cl:10]>>[H:20][Cl:10].C[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21]1CCCC=C1.[O:10][O]>>[H:20][O:10][O].C1CC=C[CH:21]C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1CC=C[CH:10]C1.O[O:20]>>C1CC=C[CH:10](C1)[O:20]O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21]1C2=C(C=CC=C2)C3=CC=CC=C13.C1CC(=O)[N:10]C1=O>>[H:20][N:10]1C(=O)CCC1=O.C1=CC=C2C3=C(C=CC=C3)[CH:21]C2=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1=CC=C2C3=C(C=CC=C3)[CH:10]C2=C1.[Br:20][Br:21]>>C1=CC=C2C3=C(C=CC=C3)[CH:10](C2=C1)[Br:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[Br:20][Br:21].[Ar]>>[Ar].[Br:20].[Br:21] 20,21-20;20,21-21",Heat,Initiation,homolyze
"[H:5][C:4]([CH3:6])([CH3:7])[C:2]([CH3:1])([CH3:3])[CH3:8].[Br:9]>>[H:5][Br:9].[CH3:6][C:4]([CH3:7])[C:2]([CH3:1])([CH3:3])[CH3:8] 9-9,5; 4,5-9,5; 4,5-4",Room Temperature,Propagation,abstraction
"C[C:10](C)C(C)(C)C.[Br:20][Br:21]>>CC(C)(C)[C:10](C)(C)[Br:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCC[Sn:10](CCCC)CCCC.C=CCC[CH:21](CCOC1=CC=CC=C1)[Br:20]>>CCCC[Sn:10](CCCC)(CCCC)[Br:20].C=CCC[CH:21]CCOC1=CC=CC=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][Sn:21](CCCC)(CCCC)CCCC.C=CCC[CH:10]CCOC1=CC=CC=C1>>[H:20][CH:10](CCC=C)CCOC1=CC=CC=C1.CCCC[Sn:21](CCCC)CCCC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH3:20][CH2:21][CH2:22][CH2:23][Sn:24]([CH2:25][CH2:26][CH2:27][CH3:28])[CH2:29][CH2:30][CH2:31][CH3:32].[CH3:7][C:6](=[O:8])[O:5][C:4]1=[CH:3][C:2](=[O:1])[CH2:19][C:10]([CH2:9]1)([CH2:15][C:16](=[CH2:18])[I:17])[C:11](=[O:14])[O:12][CH3:13]>>[CH3:20][CH2:21][CH2:22][CH2:23][Sn:24]([CH2:25][CH2:26][CH2:27][CH3:28])([CH2:29][CH2:30][CH2:31][CH3:32])[I:17].[CH3:7][C:6](=[O:8])[O:5][C:4]1=[CH:3][C:2](=[O:1])[CH2:19][C:10]([CH2:9]1)([CH2:15][C:16]=[CH2:18])[C:11](=[O:14])[O:12][CH3:13] 24-24,17; 17,16-17,24; 17,16-16",Room Temperature,Propagation,abstraction
"[H:4][C:3]1=[C:5]([CH2:10][C:11]([CH2:19][C:2]1=[O:1])([CH2:16][C:17]=[CH2:18])[C:12](=[O:15])[O:13][CH3:14])[O:6][C:7](=[O:9])[CH3:8]>>[H:4][C:3]1[C:2](=[O:1])[CH2:19][C:11]2([CH2:16][C:17](=[CH2:18])[C:5]1([CH2:10]2)[O:6][C:7](=[O:9])[CH3:8])[C:12](=[O:15])[O:13][CH3:14] 17-17,5; 5,3-17,5; 5,3-3",Room Temperature,Propagation,addition
"[H:4][C:3]1[C:2](=[O:1])[CH2:19][C:11]2([CH2:16][C:17](=[CH2:18])[C:5]1([CH2:10]2)[O:6][C:7](=[O:9])[CH3:8])[C:12](=[O:15])[O:13][CH3:14].[H:29][Sn:24]([CH2:23][CH2:22][CH2:21][CH3:20])([CH2:25][CH2:26][CH2:27][CH3:28])[CH2:30][CH2:31][CH2:32][CH3:33]>>[H:4][C:3]1([C:2](=[O:1])[CH2:19][C:11]2([CH2:16][C:17](=[CH2:18])[C:5]1([CH2:10]2)[O:6][C:7](=[O:9])[CH3:8])[C:12](=[O:15])[O:13][CH3:14])[H:29].[CH3:20][CH2:21][CH2:22][CH2:23][Sn:24]([CH2:25][CH2:26][CH2:27][CH3:28])[CH2:30][CH2:31][CH2:32][CH3:33] 3-3,29; 29,24-3,29; 29,24-24",Room Temperature,Propagation,abstraction
"[CH2:10]C1=CC(=C(C(=C1)Br)Br)Br.[Br:20][Br:21]>>C1=C(C=C(C(=C1Br)Br)Br)[CH2:10][Br:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]C1=CC(=C(C(=C1)Br)Br)Br.[Br:10]>>[H:20][Br:10].[CH2:21]C1=CC(=C(C(=C1)Br)Br)Br 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1CC=C[CH:20]C1.[Br:10]>>C1CC=C[CH:20](C1)[Br:10] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C1=CC=CC=C1.[Br:10]>>[H:20][Br:10].[CH2:21]C1=CC=CC=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH2:10]C1=CC=CC=C1.[Br:20]>>C1=CC=C(C=C1)[CH2:10][Br:20] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[Br:1].[Br:2]>>[Br:1][Br:2] 1-1,2;2-2,1",Room Temperature,Termination,recombine
"[H:20][CH:21](C)C1=CC=CC=C1.[Cl:10]>>[H:20][Cl:10].C[CH:21]C1=CC=CC=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH:20]C1=CC=CC=C1.[Cl:10]>>C[CH:20](C1=CC=CC=C1)[Cl:10] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[CH:20]C1=CC=CC=C1.[Cl:10][Cl:11]>>C[CH:20](C1=CC=CC=C1)[Cl:10].[Cl:11] 20-10,20;10,11-10,20;10,11-11",Room Temperature,Propagation,abstraction
"[H:20][CH:21]1C=CC2=C1C=CC=C2.[Br:10]>>[H:20][Br:10].C1=CC2=C(C=C1)[CH:21]C=C2 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:1][C:2]1[CH:10]=[CH:9][C:8]2=[CH:7][CH:6]=[CH:5][CH:4]=[C:3]12.[Br:11]>>[H:1][C:2]1([CH:10]=[CH:9][C:8]2=[CH:7][CH:6]=[CH:5][CH:4]=[C:3]21)[Br:11] 11-11,2;2-2,11",Room Temperature,Termination,recombine
"C1=CC2=C(C=C1)[CH:10]C=C2.[Br:20][Br:21]>>C1=CC2=C(C=C1)[CH:10](C=C2)[Br:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]C1=CC2=C(C=CC=C2)C=C1.[Br:10]>>[H:20][Br:10].[CH2:21]C1=CC2=C(C=CC=C2)C=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:1][CH:2][C:3]1=[CH:4][C:5]2=[CH:6][CH:7]=[CH:8][CH:9]=[C:10]2[CH:11]=[CH:12]1.[Br:13]>>[H:1][CH:2]([C:3]1=[CH:4][C:5]2=[CH:6][CH:7]=[CH:8][CH:9]=[C:10]2[CH:11]=[CH:12]1)[Br:13] 2-2,13;13-2,13",Room Temperature,Termination,recombine
"[H:1][C:2]([H])[C:3]1=[CH:4][C:5]2=[CH:6][CH:7]=[CH:8][CH:9]=[C:10]2[CH:11]=[CH:12]1.[Br:13][Br:14]>>[H:1][CH:2]([C:3]1=[CH:4][C:5]2=[CH:6][CH:7]=[CH:8][CH:9]=[C:10]2[CH:11]=[CH:12]1)[Br:13].[Br:14] 2-2,13;13,14-2,13;13,14-14",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)C1=CC=CC=C1.[Br:10]>>[H:20][Br:10].C[CH:21]C1=CC=CC=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH:20]C1=CC=CC=C1.[Br:10]>>C[CH:20](C1=CC=CC=C1)[Br:10] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[CH:20]C1=CC=CC=C1.[Br:10][Br:11]>>C[CH:20](C1=CC=CC=C1)[Br:10].[Br:11] 20-10,20;10,11-10,20;10,11-11",Room Temperature,Propagation,abstraction
"[CH:8]1=[CH:7][CH:6]=[C:5]([CH:10]=[CH:9]1)[C:4]([C:11]2=[CH:12][CH:13]=[CH:14][CH:15]=[CH:16]2)[C:3]3=[CH:17][CH:18]=[CH:19][CH:20]=[CH:21]3.[O:1][O:2]>>[CH:14]1=[CH:13][CH:12]=[C:11]([CH:16]=[CH:15]1)[C:4]([C:5]2=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]2)([C:3]3=[CH:17][CH:18]=[CH:19][CH:20]=[CH:21]3)[O:2][O:1] 4-4,2;2-2,4",Room Temperature,Termination,recombine
"[CH:27]1=[CH:26][CH:25]=[C:24]([CH:29]=[CH:28]1)[C:23]([C:30]2=[CH:31][CH:32]=[CH:33][CH:34]=[CH:35]2)[C:22]3=[CH:36][CH:37]=[CH:38][CH:39]=[CH:40]3.[CH:7]1=[CH:6][CH:5]=[C:4]([CH:9]=[CH:8]1)[C:3]([C:10]2=[CH:11][CH:12]=[CH:13][CH:14]=[CH:15]2)([C:16]3=[CH:17][CH:18]=[CH:19][CH:20]=[CH:21]3)[O:2][O:1]>>[CH:33]1=[CH:32][CH:31]=[C:30]([CH:35]=[CH:34]1)[C:23]([C:24]2=[CH:25][CH:26]=[CH:27][CH:28]=[CH:29]2)([C:22]3=[CH:36][CH:37]=[CH:38][CH:39]=[CH:40]3)[O:1][O:2][C:3]([C:16]4=[CH:17][CH:18]=[CH:19][CH:20]=[CH:21]4)([C:10]5=[CH:11][CH:12]=[CH:13][CH:14]=[CH:15]5)[C:4]6=[CH:9][CH:8]=[CH:7][CH:6]=[CH:5]6 23-23,1;1-23,1",Room Temperature,Termination,recombine
"C[C:10](C)O[Na].C[C:20](C)O[Na]>>C[C:10](C)([C:20](C)(C)O[Na])O[Na] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[C:10](OCC)O[Na].C[C:20](OCC)O[Na]>>C[C:10]([C:20](C)(OCC)O[Na])(OCC)O[Na] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[C:10](C)[O-].C[C:20](C)[O-]>>C[C:10](C)([C:20](C)(C)[O-])[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[Na]O[C:10](C1=CC=CC=C1)C2=CC=CC=C2.[Na]O[C:20](C3=CC=CC=C3)C4=CC=CC=C4>>[Na]O[C:10](C5=CC=CC=C5)([C:20](C6=CC=CC=C6)(C7=CC=CC=C7)O[Na])C8=CC=CC=C8 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[O:20]=[C:21](C)C.[Na:10]>>[Na:10][O:20][C:21](C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[O:20]=[C:21](C)CC.[Na:10]>>[Na:10][O:20][C:21](C)CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[Na:10].[O:20]=[C:21](C1=CC=CC=C1)C2=CC=CC=C2>>[Na:10][O:20][C:21](C3=CC=CC=C3)C4=CC=CC=C4 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[H:20][CH:21]1CCCC1.[Cl:10]>>[H:20][Cl:10].C1CC[CH:21]C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1CC[CH:10]C1.[Cl:20][Cl:21]>>C1CC[CH:10](C1)[Cl:20].[Cl:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21]1CCCC1Cl.[Cl:10]>>[H:20][Cl:10].C1C[CH:21]C(C1)Cl 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21]1CCC(C1)Cl.[Cl:10]>>[H:20][Cl:10].C1CC(C[CH:21]1)Cl 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:4][C:3]1[CH2:5][CH2:6][CH2:7][CH:2]1[Cl:1].[Cl:8]>>[H:4][C:3]1([CH2:5][CH2:6][CH2:7][CH:2]1[Cl:1])[Cl:8] 3-3,8;8-3,8",Room Temperature,Termination,recombine
"[H:4][C:3]1[CH2:5][CH2:6][CH2:7][CH:2]1[Cl:1].[Cl:8][Cl:9]>>[H:4][C:3]1([CH2:5][CH2:6][CH2:7][CH:2]1[Cl:1])[Cl:8].[Cl:9] 3-3,8;8,9-3,8;8,9-9",Room Temperature,Propagation,abstraction
"[H:5][C:4]1[CH2:6][CH2:7][CH:2]([CH2:3]1)[Cl:1].[Cl:8]>>[H:5][C:4]1([CH2:6][CH2:7][CH:2]([CH2:3]1)[Cl:1])[Cl:8] 4-4,8;8-4,8",Room Temperature,Termination,recombine
"C1CC(C[CH:10]1)Cl.[Cl:20][Cl:21]>>C1CC(C[CH:10]1[Cl:20])Cl.[Cl:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)(C)[O:1][O:2]C(C)(C)C.[Ar]>>[Ar].[O:1]C(C)(C)C.[O:2]C(C)(C)C 1,2-1;1,2-2",Heat,Initiation,homolyze
"[CH2:1]/[CH:2]=[CH:3]/[CH:4]=[CH2:5]>>[CH2:5]/[CH:4]=[CH:3]/[CH:2]=[CH2:1] 1-1,2;2,3-1,2;2,3-3,4;4,5-3,4;4,5-5",Room Temperature,Propagation,resonance
"[O:10]C.C[C:21]([H:20])(O)[H]>>C[O:10][H:20].C[C:21](O)[H] 10-10,20; 20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][Br:21].CC(C)(C)[O:10]>>[H:20][O:10]C(C)(C)C.[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC[CH:20]C(C)Br.CCC([CH:10]C)Br>>CC[CH:20]([CH:10](C)C(CC)Br)C(C)Br 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[O:10]C(C)(C)C.[H:20][S:21]CC>>CC(C)(C)[O:10][H:20].[S:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[S:10]CC.[CH:20]1=[CH:21]CCC1>>CC[S:10][CH:20]2[CH:21]CCC2 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[H:20][S:21]CC.CCSC1CCC[CH:10]1>>[H:20][CH:10]1CCCC1SCC.CC[S:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[Cl:20][Cl:21].[He]>>[He].[Cl:20].[Cl:21] 20,21-20;20,21-21",Light,Initiation,homolyze
"[H:11][CH3:10].[Cl:20].[Ar]>>[Ar].[CH3:10].[H:11][Cl:20] 20-11,20;10,11-11,20;10,11-10",Heat,Propagation,abstraction
"[CH3:10].[Cl:20][Cl:21]>>[CH3:10][Cl:20].[Cl:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[Cl:1].[Cl:2]>>[Cl:1][Cl:2] 1-1,2;2-1,2",Room Temperature,Termination,recombine
"[CH3:1].[CH3:2]>>[CH3:1][CH3:2] 1-1,2;2-1,2",Room Temperature,Termination,recombine
"[CH3:10].[Cl:20]>>[CH3:10][Cl:20] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCCCC/C=C\[CH:13]/[CH:12]=[CH:11]\C/C=C\C/C=C\CCCC(=O)O>>CCCCC/C=C\[CH:13]=[CH:12]\[CH:11]\C/C=C\C/C=C\CCCC(=O)O 13-12,13;11,12-12,13;11,12-11",Room Temperature,Propagation,resonance
"CCCCC/C=C\[CH:13]=[CH:12]\[CH:11]\C/C=C\C/C=C\CCCC(=O)O.[O:20][O:21]>>CCCCC/C=C\[CH:13]=[CH:12]\[CH:11]([O:20][O:21])\C/C=C\C/C=C\CCCC(=O)O 11-11,20;20-11,20",Room Temperature,Termination,recombine
"C1=CC=CC=[C:20]1.[CH2:10]=[CH2:11]>>C1=CC=CC=[C:20]1[CH2:10][CH2:11] 20-10,20;10,11-10,20;10,11-11",Room Temperature,Propagation,addition
"[CH2:20]=[CH2:21].[CH2:10]CC1=CC=CC=C1>>[CH2:21][CH2:20][CH2:10]CC1=CC=CC=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C1=CC=CC=[C:10]1[CH2:20][CH2:21].[CH2:41][CH2:40][C:30]1=CC=CC=C1>>C1=CC=CC=[C:10]1[CH2:20][CH2:21][CH2:41][CH2:40][C:30]1=CC=CC=C1 21-21,41;41-21,41",Room Temperature,Termination,recombine
"C1=CC=CC=[C:20]1.[CH2:10]=[CH:11]C>>C1=CC=CC=[C:20]1[CH2:10][CH:11]C 20-10,20;10,11-10,20;10,11-11",Room Temperature,Propagation,addition
"CCCCC[CH2:10].CCCC[CH:21]([H:22])[CH2:20]>>CCCCC[CH2:10][H:22].CCCC[CH:21]=[CH2:20] 10-10,22;21,22-10,22;21,22-20,21;20-20,21",Room Temperature,Termination,abstraction
"[OH:20][OH:21].[Ar]>>[Ar].[OH:20].[OH:21] 20,21-20;20,21-21",Heat,Initiation,homolyze
"[CH2:10]Cl.[Cl:20]>>[CH2:10](Cl)[Cl:20] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:3][C:2]([H:4])([H:5])[CH3:1].[Cl:6]>>[H:3][C:2]([H:4])[CH3:1].[H:5][Cl:6] 6-6,5;2,5-5,6;2,5-2",Room Temperature,Propagation,abstraction
"C[CH2:10].[Cl:20][Cl:21]>>C[CH2:10][Cl:20].[Cl:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH3:21].[Br:10].[Ar]>>[Ar].[H:20][Br:10].[CH3:21] 10-10,20;20,21-10,20;20,21-21",Heat,Propagation,abstraction
"[CH3:10].[Br:20][Br:21]>>[CH3:10][Br:20].[Br:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
